id,name,active,code_labor,description,rata_labor,unidad_medida,cantidad_minima,cantidad_maxima,equivalencia_tiempo,observacion
60,A11 - TRANSPORTE DE RIPIO,true,A11,TRANSPORTE DE RIPIO,1.87,,0,0,0,
61,A12 - TRANSPORTE DE TIERRA,true,A12,TRANSPORTE DE TIERRA,1.87,,0,0,0,
62,A13 - ALCE DE CAÑA,true,A13,ALCE DE CAÑA,1.87,,0,0,0,
63,A15 - ALCE DE BAGAZO,true,A15,ALCE DE BAGAZO,1.87,,0,0,0,
64,A16 - ALCE DE MATERIALES  Y PIEZAS,true,A16,ALCE DE MATERIALES  Y PIEZAS,1.87,,0,0,0,
65,A19 - ENCALADO,true,A19,ENCALADO,1.87,,0,0,0,
66,A20 - APORQUE,true,A20,APORQUE,1.87,,0,0,0,
67,A21 - ARADURA,true,A21,ARADURA,1.87,,0,0,0,
68,A22 - AUXILIO DE EQUIPO,true,A22,AUXILIO DE EQUIPO,1.87,,0,0,0,
69,A23 - ALCE Y BAJA DE CAÑA SEMILLA,true,A23,ALCE Y BAJA DE CAÑA SEMILLA,1.87,,0,0,0,
70,A24 - APLICACION DE ABONO,true,A24,APLICACION DE ABONO,1.87,,0,0,0,
71,A25 - BOTANDO BAGAZO,true,A25,BOTANDO BAGAZO,1.87,,0,0,0,
72,A26 - CALLES O RONDA,true,A26,CALLES O RONDA,1.87,,0,0,0,
73,A27 - COSECHA DE GRANOS Y OTROS,true,A27,COSECHA DE GRANOS Y OTROS,1.87,,0,0,0,
74,A28 - CHAPEO,true,A28,CHAPEO,1.87,,0,0,0,
75,A29 - CONSTRUCCION DE CANALES,true,A29,CONSTRUCCION DE CANALES,1.87,,0,0,0,
76,A30 - CONTRUCCION DE DIQUES,true,A30,CONTRUCCION DE DIQUES,1.87,,0,0,0,
77,A31 - CORTE MECANICO DE CAÑA,true,A31,CORTE MECANICO DE CAÑA,1.87,,0,0,0,
78,A32 - CORTE Y ALCE MECANICO,true,A32,CORTE Y ALCE MECANICO,1.87,,0,0,0,
79,A33 - DESMONTE,true,A33,DESMONTE,1.87,,0,0,0,
80,A34 - DESTRONQUE,true,A34,DESTRONQUE,1.87,,0,0,0,
81,A35 - DRENAJE,true,A35,DRENAJE,1.87,,0,0,0,
82,A36 - FUMIGACION,true,A36,FUMIGACION,1.87,,0,0,0,
83,A37 - NIVELACION,true,A37,NIVELACION,1.87,,0,0,0,
84,A38 - PARCELACION,true,A38,PARCELACION,1.87,,0,0,0,
85,A39 - RASTRADURA,true,A39,RASTRADURA,1.87,,0,0,0,
86,A41 - PREVENCION DE INCENDIO,true,A41,PREVENCION DE INCENDIO,1.87,,0,0,0,
87,A43 - RELLENOS,true,A43,RELLENOS,1.87,,0,0,0,
88,A45 - REPARTO DE COMBUSTIBLE,true,A45,REPARTO DE COMBUSTIBLE,1.87,,0,0,0,
89,A48 - PAQUETES DE SEMILLA,true,A48,PAQUETES DE SEMILLA,1.87,,0,0,0,
90,A49 - SIEMBRA,true,A49,SIEMBRA,1.87,,0,0,0,
91,A50 - SIEMBRA SEMI-MECANICA,true,A50,SIEMBRA SEMI-MECANICA,1.87,,0,0,0,
92,A51 - SUBSOLADURA,true,A51,SUBSOLADURA,1.87,,0,0,0,
93,A52 - SURCADURA,true,A52,SURCADURA,1.87,,0,0,0,
94,A54 - TAPADO MECANICO,true,A54,TAPADO MECANICO,1.87,,0,0,0,
95,A55 - TRASPORTE DE ABONO,true,A55,TRASPORTE DE ABONO,1.87,,0,0,0,
96,A56 - TRASPORTE DE PERSONAL,true,A56,TRASPORTE DE PERSONAL,1.87,,0,0,0,
97,A58 - ACUMULAR MATERIAL,true,A58,ACUMULAR MATERIAL,1.87,,0,0,0,
98,A59 - LLENAR CAMIONES DE MATERIAL,true,A59,LLENAR CAMIONES DE MATERIAL,1.87,,0,0,0,
99,A61 - TRANSPORTE DE CAL,true,A61,TRANSPORTE DE CAL,1.87,,0,0,0,
100,A67 - SERVICIO DE GRUA,true,A67,SERVICIO DE GRUA,1.87,,0,0,0,
101,A68 - TRASNPORTE DE MOTOBOMBA,true,A68,TRASNPORTE DE MOTOBOMBA,1.87,,0,0,0,
102,A81 - OPERACION DE MOTOSIERRA,true,A81,OPERACION DE MOTOSIERRA,1.87,,0,0,0,
103,A82 - TRASLADO DE EQUIPO,true,A82,TRASLADO DE EQUIPO,1.87,,0,0,0,
104,C00 - CEPA,true,C00,CEPA,1.87,,0,0,0,
105,C002 - ALCE Y DESCARGA DE ABONO,true,C002,ALCE Y DESCARGA DE ABONO,1.87,,0,0,0,
106,C003 - ALCE DE CAÑA,true,C003,ALCE DE CAÑA,1.87,,0,0,0,
107,C004 - CORTE DE CAÑA,true,C004,CORTE DE CAÑA,1.87,,0,0,0,
108,C005 - FUMIGACION AEREA HERBICIDA,true,C005,FUMIGACION AEREA HERBICIDA,1.87,,0,0,0,
109,C006 - FUMIGACION AEREA MADURANTE,true,C006,FUMIGACION AEREA MADURANTE,1.87,,0,0,0,
110,C009 - CHAPEO,true,C009,CHAPEO,1.87,,0,0,0,
111,C01 - ABONAMIENTO,true,C01,ABONAMIENTO,1.87,,0,0,0,
112,C010 - CAPATACES Y ASISTENTES,true,C010,CAPATACES Y ASISTENTES,1.87,,0,0,0,
113,C011 - CONSTR./MANT. DE CERCAS,true,C011,CONSTR./MANT. DE CERCAS,1.87,,0,0,0,
114,C012 - MUESTREO DE SUELO,true,C012,MUESTREO DE SUELO,1.87,,0,0,0,
115,C014 - CONTROL DE PLAGAS,true,C014,CONTROL DE PLAGAS,1.87,,0,0,0,
116,C015 - CORTE DE CAÑA SEMILLA,true,C015,CORTE DE CAÑA SEMILLA,1.87,,0,0,0,
117,C016 - TRANSPORTE DE SEMILLA,true,C016,TRANSPORTE DE SEMILLA,1.87,,0,0,0,
118,C018 - RONDAS,true,C018,RONDAS,1.87,,0,0,0,
119,C02 - ACARREO DE AGUA PARA FUMIGAR,true,C02,ACARREO DE AGUA PARA FUMIGAR,1.87,,0,0,0,
120,C020 - DRENAJE,true,C020,DRENAJE,1.87,,0,0,0,
121,C021 - ENMIENDAS DE SUELOS,true,C021,ENMIENDAS DE SUELOS,1.87,,0,0,0,
122,C022 - FERTILIZACION 1,true,C022,FERTILIZACION 1,1.87,,0,0,0,
123,C023 - FERTILIZACION 2,true,C023,FERTILIZACION 2,1.87,,0,0,0,
124,C024 - FETILIZACION 3,true,C024,FETILIZACION 3,1.87,,0,0,0,
125,C026 - HILANDO COGOLLOS,true,C026,HILANDO COGOLLOS,1.87,,0,0,0,
126,C028 - REQUEMA,true,C028,REQUEMA,1.87,,0,0,0,
127,C03 - MUESTREO DE CAÑA,true,C03,MUESTREO DE CAÑA,1.87,,0,0,0,
128,C030 - RIEGO,true,C030,RIEGO,1.87,,0,0,0,
129,C032 - MUESTREO DE PLAGAS,true,C032,MUESTREO DE PLAGAS,1.87,,0,0,0,
130,C033 - MUESTREO FOLIAR,true,C033,MUESTREO FOLIAR,1.87,,0,0,0,
131,C034 - OPERACION DE MOTOBOMBAS,true,C034,OPERACION DE MOTOBOMBAS,1.87,,0,0,0,
132,C035 - APLICACION DE CACHAZA,true,C035,APLICACION DE CACHAZA,1.87,,0,0,0,
133,C036 - PINERO,true,C036,PINERO,1.87,,0,0,0,
134,C037 - RECOJO Y REPICA DE CAÑA,true,C037,RECOJO Y REPICA DE CAÑA,1.87,,0,0,0,
135,C038 - RECOJO DE PIEDRAS,true,C038,RECOJO DE PIEDRAS,1.87,,0,0,0,
136,C039 - REFORESTACION,true,C039,REFORESTACION,1.87,,0,0,0,
137,C04 - TRATAMIENTO DE SEMILLA,true,C04,TRATAMIENTO DE SEMILLA,1.87,,0,0,0,
138,C040 - REPARTO DE AGUA A TRABAJADORES,true,C040,REPARTO DE AGUA A TRABAJADORES,1.87,,0,0,0,
139,C041 - RESIEMBRA,true,C041,RESIEMBRA,1.87,,0,0,0,
140,C043 - RIEGO POR ASPERSION,true,C043,RIEGO POR ASPERSION,1.87,,0,0,0,
141,C044 - RIEGO POR GRAVEDAD,true,C044,RIEGO POR GRAVEDAD,1.87,,0,0,0,
142,C046 - SERENO DE EQUIPO,true,C046,SERENO DE EQUIPO,1.87,,0,0,0,
143,C048 - TOMAOR DE TIEMPO,true,C048,TOMAOR DE TIEMPO,1.87,,0,0,0,
144,C049 - TRANSPORTE DE TUBERIAS,true,C049,TRANSPORTE DE TUBERIAS,1.87,,0,0,0,
145,C050 - VIGILANCIA DE FINCAS,true,C050,VIGILANCIA DE FINCAS,1.87,,0,0,0,
146,C051 - LIBERACION DE COTESIAS,true,C051,LIBERACION DE COTESIAS,1.87,,0,0,0,
147,C064 - DESPACHADORES,true,C064,DESPACHADORES,1.87,,0,0,0,
148,C069 - OTRAS LABORES,true,C069,OTRAS LABORES,1.87,,0,0,0,
149,C070 - SEGUNDA LABOR,true,C070,SEGUNDA LABOR,1.87,,0,0,0,
150,C08 - TRANSPORTE DE CACHAZA,true,C08,TRANSPORTE DE CACHAZA,1.87,,0,0,0,
151,C09 - BOTAR DESECHO,true,C09,BOTAR DESECHO,1.87,,0,0,0,
152,C10 - TRASNPORTE DE MELAZA,true,C10,TRASNPORTE DE MELAZA,1.87,,0,0,0,
153,C12 - TRANSPORTE DE TIERRA,true,C12,TRANSPORTE DE TIERRA,1.87,,0,0,0,
154,C13 - ALCE DE CAÑA,true,C13,ALCE DE CAÑA,1.87,,0,0,0,
155,C15 - ALCE DE BAGAZO,true,C15,ALCE DE BAGAZO,1.87,,0,0,0,
156,C16 - ALCE DE MATERIALES Y PIEZAS,true,C16,ALCE DE MATERIALES Y PIEZAS,1.87,,0,0,0,
157,C19 - ENCALADO,true,C19,ENCALADO,1.87,,0,0,0,
158,C20 - APORQUE,true,C20,APORQUE,1.87,,0,0,0,
159,C21 - ARADURA,true,C21,ARADURA,1.87,,0,0,0,
160,C22 - AUXILIO DE EQUIPO,true,C22,AUXILIO DE EQUIPO,1.87,,0,0,0,
161,C23 - ALCE Y DESCARGA DE SEMILLA,true,C23,ALCE Y DESCARGA DE SEMILLA,1.87,,0,0,0,
162,C24 - APLICACION DE ABONO,true,C24,APLICACION DE ABONO,1.87,,0,0,0,
163,C25 - BOTANDO BAGAZO,true,C25,BOTANDO BAGAZO,1.87,,0,0,0,
164,C26 - CALLES O RONDAS,true,C26,CALLES O RONDAS,1.87,,0,0,0,
165,C27 - CAMINOS TRANSITORIOS,true,C27,CAMINOS TRANSITORIOS,1.87,,0,0,0,
166,C28 - CHAPEO,true,C28,CHAPEO,1.87,,0,0,0,
167,C29 - CONSTRUCCION DE CANALES,true,C29,CONSTRUCCION DE CANALES,1.87,,0,0,0,
168,C30 - CONSTRUCCION DE DIQUES,true,C30,CONSTRUCCION DE DIQUES,1.87,,0,0,0,
169,C31 - CORTE MECANICO DE CAÑA,true,C31,CORTE MECANICO DE CAÑA,1.87,,0,0,0,
170,C32 - CORTE Y ALCE MECANICO,true,C32,CORTE Y ALCE MECANICO,1.87,,0,0,0,
171,C33 - DESMONTE,true,C33,DESMONTE,1.87,,0,0,0,
172,C34 - DESTRONQUE,true,C34,DESTRONQUE,1.87,,0,0,0,
173,C35 - DRENAJE,true,C35,DRENAJE,1.87,,0,0,0,
174,C36 - FUMIGACION,true,C36,FUMIGACION,1.87,,0,0,0,
175,C37 - NIVELACION,true,C37,NIVELACION,1.87,,0,0,0,
176,C38 - PARCELACION,true,C38,PARCELACION,1.87,,0,0,0,
177,C39 - RASTRADURA,true,C39,RASTRADURA,1.87,,0,0,0,
178,C41 - PREVENCION DE INCENDIO,true,C41,PREVENCION DE INCENDIO,1.87,,0,0,0,
179,C43 - RELLENOS,true,C43,RELLENOS,1.87,,0,0,0,
180,C45 - REPARTO DE COMBUSTIBLE,true,C45,REPARTO DE COMBUSTIBLE,1.87,,0,0,0,
181,C48 - ROTURACION DE CEPA,true,C48,ROTURACION DE CEPA,1.87,,0,0,0,
182,C51 - SUBSOLADURA,true,C51,SUBSOLADURA,1.87,,0,0,0,
183,C52 - SURCADURA,true,C52,SURCADURA,1.87,,0,0,0,
184,C54 - TAPADO MECANICO,true,C54,TAPADO MECANICO,1.87,,0,0,0,
185,C55 - TRANSPORTE DE ABONO,true,C55,TRANSPORTE DE ABONO,1.87,,0,0,0,
186,C56 - TRANSPORTE DE PERSONAL,true,C56,TRANSPORTE DE PERSONAL,1.87,,0,0,0,
187,C58 - ACUMULAR MATERIAL,true,C58,ACUMULAR MATERIAL,1.87,,0,0,0,
188,C59 - LLENAR CAMIONES DE MATERIAL,true,C59,LLENAR CAMIONES DE MATERIAL,1.87,,0,0,0,
189,C61 - TRANSPORTE DE CAL,true,C61,TRANSPORTE DE CAL,1.87,,0,0,0,
190,C67 - SERVICIO DE GRUA,true,C67,SERVICIO DE GRUA,1.87,,0,0,0,
191,C68 - TRANSPORTE DE MOTOBOMBAS,true,C68,TRANSPORTE DE MOTOBOMBAS,1.87,,0,0,0,
192,C81 - OPERACION DE MOTOSIERRA,true,C81,OPERACION DE MOTOSIERRA,1.87,,0,0,0,
193,C82 - TRASLADO DE EQUIPO,true,C82,TRASLADO DE EQUIPO,1.87,,0,0,0,
194,D003 - ALCE DE CAÑA,true,D003,ALCE DE CAÑA,1.87,,0,0,0,
195,D008 - CALLE PARA QUEMA,true,D008,CALLE PARA QUEMA,1.87,,0,0,0,
196,D010 - CAPATACES Y ASISTENTES,true,D010,CAPATACES Y ASISTENTES,1.87,,0,0,0,
197,D015 - CORTE DE CAÑA,true,D015,CORTE DE CAÑA,1.87,,0,0,0,
198,D016 - CORTE MANUAL EN VERDE,true,D016,CORTE MANUAL EN VERDE,1.87,,0,0,0,
199,D018 - RONDAS,true,D018,RONDAS,1.87,,0,0,0,
200,D019 - DESPUNTADOR,true,D019,DESPUNTADOR,1.87,,0,0,0,
201,D02 - LAVADO DE EQUIPO,true,D02,LAVADO DE EQUIPO,1.87,,0,0,0,
202,D028 - REQUEMA,true,D028,REQUEMA,1.87,,0,0,0,
203,D029 - MANCHADORES,true,D029,MANCHADORES,1.87,,0,0,0,
204,D03 - RECOJO DE CAÑA,true,D03,RECOJO DE CAÑA,1.87,,0,0,0,
205,D036 - PINERO,true,D036,PINERO,1.87,,0,0,0,
206,D037 - REPICA DE CAÑA,true,D037,REPICA DE CAÑA,1.87,,0,0,0,
207,D038 - RECOJO DE PIEDRAS,true,D038,RECOJO DE PIEDRAS,1.87,,0,0,0,
208,D04 - MUESTREO DE CAÑA,true,D04,MUESTREO DE CAÑA,1.87,,0,0,0,
209,D040 - REPARTO DE AGUA A TRABAJADORES,true,D040,REPARTO DE AGUA A TRABAJADORES,1.87,,0,0,0,
210,D042 - RIEGO DE AGUA CAMINOS,true,D042,RIEGO DE AGUA CAMINOS,1.87,,0,0,0,
211,D046 - SERENO DE EQUIPO,true,D046,SERENO DE EQUIPO,1.87,,0,0,0,
212,D048 - TOMADOR DE TIEMPO,true,D048,TOMADOR DE TIEMPO,1.87,,0,0,0,
213,D05 - BEBIDAS REHIDRATANTES,true,D05,BEBIDAS REHIDRATANTES,1.87,,0,0,0,
214,D050 - VIGILANCIAS DE FINCAS,true,D050,VIGILANCIAS DE FINCAS,1.87,,0,0,0,
215,D064 - DESPACHADORES,true,D064,DESPACHADORES,1.87,,0,0,0,
216,D069 - OTRAS LABORES,true,D069,OTRAS LABORES,1.87,,0,0,0,
217,D070 - SEGUNDA LABOR,true,D070,SEGUNDA LABOR,1.87,,0,0,0,
218,D09 - TRANSPORTE DE CAÑA,true,D09,TRANSPORTE DE CAÑA,1.87,,0,0,0,
219,D11 - TRANSPORTE DE RIPIO,true,D11,TRANSPORTE DE RIPIO,1.87,,0,0,0,
220,D12 - TRANSPORTE DE TIERRA,true,D12,TRANSPORTE DE TIERRA,1.87,,0,0,0,
221,D13 - ALCE DE CAÑA,true,D13,ALCE DE CAÑA,1.87,,0,0,0,
222,D15 - CORTE DE SEMILLA DE CAÑA,true,D15,CORTE DE SEMILLA DE CAÑA,1.87,,0,0,0,
223,D16 - ALCE MATERIALES Y PIEZAS,true,D16,ALCE MATERIALES Y PIEZAS,1.87,,0,0,0,
224,D22 - AUXILIO DE EQUIPO,true,D22,AUXILIO DE EQUIPO,1.87,,0,0,0,
225,D25 - BOTANDO BAGAZO,true,D25,BOTANDO BAGAZO,1.87,,0,0,0,
226,D27 - CAMINOS TRANSITORIOS,true,D27,CAMINOS TRANSITORIOS,1.87,,0,0,0,
227,D28 - LIMPIEZA DE PARCELA,true,D28,LIMPIEZA DE PARCELA,1.87,,0,0,0,
228,D31 - CORTE MECANICO DE CAÑA,true,D31,CORTE MECANICO DE CAÑA,1.87,,0,0,0,
229,D32 - CORTE Y ALCE MECANICO,true,D32,CORTE Y ALCE MECANICO,1.87,,0,0,0,
230,D34 - DESTRONQUE,true,D34,DESTRONQUE,1.87,,0,0,0,
231,D41 - PREVENCION DE INCENDIO,true,D41,PREVENCION DE INCENDIO,1.87,,0,0,0,
232,D43 - RELLENOS,true,D43,RELLENOS,1.87,,0,0,0,
233,D45 - REPARTO DE COMBUSTIBLE,true,D45,REPARTO DE COMBUSTIBLE,1.87,,0,0,0,
234,D53 - TAPADO DE CRUCEROS,true,D53,TAPADO DE CRUCEROS,1.87,,0,0,0,
235,D54 - TAPADO MECANICO,true,D54,TAPADO MECANICO,1.87,,0,0,0,
236,D56 - TRANSPORTE DE PERSONAL,true,D56,TRANSPORTE DE PERSONAL,1.87,,0,0,0,
237,D58 - ACUMULAR MATERIAL,true,D58,ACUMULAR MATERIAL,1.87,,0,0,0,
238,D59 - LLENAR CAMIONES DE MATERIALES,true,D59,LLENAR CAMIONES DE MATERIALES,1.87,,0,0,0,
239,D67 - SERVICIO DE GRUA,true,D67,SERVICIO DE GRUA,1.87,,0,0,0,
240,D79 - TRASIEGO DE EQUIPO,true,D79,TRASIEGO DE EQUIPO,1.87,,0,0,0,
241,D82 - TRASLADO DE EQUIPO,true,D82,TRASLADO DE EQUIPO,1.87,,0,0,0,
242,D91 - RIEGO DE CALLE,true,D91,RIEGO DE CALLE,1.87,,0,0,0,
243,E003 - ALCE DE CAÑA,true,E003,ALCE DE CAÑA,1.87,,0,0,0,
244,E008 - CALLES Y QUEMA,true,E008,CALLES Y QUEMA,1.87,,0,0,0,
245,E01 - ABONAMIENTO,true,E01,ABONAMIENTO,1.87,,0,0,0,
246,E010 - CAPATACES Y AISTENTES,true,E010,CAPATACES Y AISTENTES,1.87,,0,0,0,
247,E015 - CORTE DE CAÑA SEMILLA,true,E015,CORTE DE CAÑA SEMILLA,1.87,,0,0,0,
248,E018 - RONDAS,true,E018,RONDAS,1.87,,0,0,0,
249,E019 - DESPUNTADOR,true,E019,DESPUNTADOR,1.87,,0,0,0,
250,E02 - ACARREO DE AGUA PARA FUMIGAR,true,E02,ACARREO DE AGUA PARA FUMIGAR,1.87,,0,0,0,
251,E028 - REQUEMA,true,E028,REQUEMA,1.87,,0,0,0,
252,E029 - MANCHADORES,true,E029,MANCHADORES,1.87,,0,0,0,
253,E03 - ACARREO DE ALCOHOL,true,E03,ACARREO DE ALCOHOL,1.87,,0,0,0,
254,E036 - PINERO,true,E036,PINERO,1.87,,0,0,0,
255,E037 - RECOJO Y REPICA DE CAÑA,true,E037,RECOJO Y REPICA DE CAÑA,1.87,,0,0,0,
256,E038 - RECOJO DE PIEDRAS,true,E038,RECOJO DE PIEDRAS,1.87,,0,0,0,
257,E04 - TRATAMIENTO DE SEMILLA,true,E04,TRATAMIENTO DE SEMILLA,1.87,,0,0,0,
258,E040 - REPARTO DE AGUA A TRABAJADORES,true,E040,REPARTO DE AGUA A TRABAJADORES,1.87,,0,0,0,
259,E041 - RESIEMBRA,true,E041,RESIEMBRA,1.87,,0,0,0,
260,E042 - RIEGO DE AGUA CAMINOS,true,E042,RIEGO DE AGUA CAMINOS,1.87,,0,0,0,
261,E043 - RIEGO POR ASPERSION,true,E043,RIEGO POR ASPERSION,1.87,,0,0,0,
262,E044 - RIEGO POR GRAVEDAD,true,E044,RIEGO POR GRAVEDAD,1.87,,0,0,0,
263,E046 - SERENO DE EQUIPO,true,E046,SERENO DE EQUIPO,1.87,,0,0,0,
264,E048 - TOMADOR DE TIEMPO,true,E048,TOMADOR DE TIEMPO,1.87,,0,0,0,
265,E049 - TRANSPORTE DE TUBERIAS,true,E049,TRANSPORTE DE TUBERIAS,1.87,,0,0,0,
266,E05 - ACARREO DE AZUCAR CRISTAL,true,E05,ACARREO DE AZUCAR CRISTAL,1.87,,0,0,0,
267,E050 - VIGILANCIAS DE FINCAS,true,E050,VIGILANCIAS DE FINCAS,1.87,,0,0,0,
268,E051 - LIBERACION DE COTESIAS,true,E051,LIBERACION DE COTESIAS,1.87,,0,0,0,
269,E06 - ACARREO DE AZUCAR MORENA,true,E06,ACARREO DE AZUCAR MORENA,1.87,,0,0,0,
270,E064 - DESPACHDORES,true,E064,DESPACHDORES,1.87,,0,0,0,
271,E069 - OTRAS LABORES,true,E069,OTRAS LABORES,1.87,,0,0,0,
272,E07 - ACARREO DE AZUCAR IMPORTADA,true,E07,ACARREO DE AZUCAR IMPORTADA,1.87,,0,0,0,
273,E070 - SEGUNDA LABOR,true,E070,SEGUNDA LABOR,1.87,,0,0,0,
274,E08 - TRANSPORTE DE CACHAZA,true,E08,TRANSPORTE DE CACHAZA,1.87,,0,0,0,
275,E09 - BOTAR DESECHO,true,E09,BOTAR DESECHO,1.87,,0,0,0,
276,E10 - TRANSPORTE DE MELAZA,true,E10,TRANSPORTE DE MELAZA,1.87,,0,0,0,
277,E11 - TRANSPORTE DE RIPIO,true,E11,TRANSPORTE DE RIPIO,1.87,,0,0,0,
278,E12 - TRANSPORTE DE TIERRA,true,E12,TRANSPORTE DE TIERRA,1.87,,0,0,0,
279,E13 - ALCE DE CAÑA,true,E13,ALCE DE CAÑA,1.87,,0,0,0,
280,E15 - ALCE DE BAGAZO,true,E15,ALCE DE BAGAZO,1.87,,0,0,0,
